
 eiger (gplogin1.local) : TURBOMOLE V7.2 ( 21285 ) 30 Jun 2017 at 11:51:10
 Copyright (C) 2017 TURBOMOLE GmbH, Karlsruhe


    2018-01-22 10:40:02.054 

                                                                                
  
 HOMO-LUMO Separation
   HOMO:   420.   420 a     -0.18505027 H =     -5.03548 eV
   LUMO:   421.   421 a     -0.14010114 H =     -3.81235 eV
   Gap :                    +0.04494914 H =     +1.22313 eV
 
Number of MOs=   3970, Electrons=    840.00, Symmetry: c1   
 
   Nr.   Orbital    Occupation       Energy
 1364.  1364 a                     +1.176458 H =       +32.013 eV
 1363.  1363 a                     +1.175336 H =       +31.983 eV
 1362.  1362 a                     +1.174447 H =       +31.958 eV
 1361.  1361 a                     +1.172083 H =       +31.894 eV
 1360.  1360 a                     +1.170214 H =       +31.843 eV
 1359.  1359 a                     +1.168498 H =       +31.796 eV
 1358.  1358 a                     +1.167162 H =       +31.760 eV
 1357.  1357 a                     +1.165795 H =       +31.723 eV
 1356.  1356 a                     +1.165023 H =       +31.702 eV
 1355.  1355 a                     +1.162319 H =       +31.628 eV
 1354.  1354 a                     +1.161533 H =       +31.607 eV
 1353.  1353 a                     +1.159428 H =       +31.550 eV
 1352.  1352 a                     +1.159102 H =       +31.541 eV
 1351.  1351 a                     +1.157845 H =       +31.507 eV
 1350.  1350 a                     +1.156603 H =       +31.473 eV
 1349.  1349 a                     +1.154995 H =       +31.429 eV
 1348.  1348 a                     +1.154167 H =       +31.407 eV
 1347.  1347 a                     +1.152853 H =       +31.371 eV
 1346.  1346 a                     +1.152645 H =       +31.365 eV
 1345.  1345 a                     +1.149672 H =       +31.284 eV
 1344.  1344 a                     +1.147978 H =       +31.238 eV
 1343.  1343 a                     +1.145655 H =       +31.175 eV
 1342.  1342 a                     +1.145163 H =       +31.161 eV
 1341.  1341 a                     +1.143639 H =       +31.120 eV
 1340.  1340 a                     +1.142165 H =       +31.080 eV
 1339.  1339 a                     +1.140382 H =       +31.031 eV
 1338.  1338 a                     +1.139859 H =       +31.017 eV
 1337.  1337 a                     +1.137781 H =       +30.961 eV
 1336.  1336 a                     +1.137351 H =       +30.949 eV
 1335.  1335 a                     +1.135686 H =       +30.904 eV
 1334.  1334 a                     +1.133584 H =       +30.846 eV
 1333.  1333 a                     +1.132692 H =       +30.822 eV
 1332.  1332 a                     +1.129634 H =       +30.739 eV
 1331.  1331 a                     +1.127737 H =       +30.687 eV
 1330.  1330 a                     +1.126450 H =       +30.652 eV
 1329.  1329 a                     +1.124545 H =       +30.600 eV
 1328.  1328 a                     +1.124042 H =       +30.587 eV
 1327.  1327 a                     +1.121372 H =       +30.514 eV
 1326.  1326 a                     +1.119408 H =       +30.461 eV
 1325.  1325 a                     +1.118755 H =       +30.443 eV
 1324.  1324 a                     +1.118534 H =       +30.437 eV
 1323.  1323 a                     +1.117148 H =       +30.399 eV
 1322.  1322 a                     +1.115201 H =       +30.346 eV
 1321.  1321 a                     +1.114358 H =       +30.323 eV
 1320.  1320 a                     +1.112883 H =       +30.283 eV
 1319.  1319 a                     +1.111001 H =       +30.232 eV
 1318.  1318 a                     +1.106994 H =       +30.123 eV
 1317.  1317 a                     +1.105031 H =       +30.069 eV
 1316.  1316 a                     +1.103892 H =       +30.038 eV
 1315.  1315 a                     +1.101832 H =       +29.982 eV
 1314.  1314 a                     +1.100074 H =       +29.935 eV
 1313.  1313 a                     +1.099245 H =       +29.912 eV
 1312.  1312 a                     +1.097868 H =       +29.875 eV
 1311.  1311 a                     +1.096051 H =       +29.825 eV
 1310.  1310 a                     +1.094999 H =       +29.796 eV
 1309.  1309 a                     +1.092611 H =       +29.731 eV
 1308.  1308 a                     +1.092030 H =       +29.716 eV
 1307.  1307 a                     +1.087871 H =       +29.602 eV
 1306.  1306 a                     +1.087857 H =       +29.602 eV
 1305.  1305 a                     +1.086914 H =       +29.576 eV
 1304.  1304 a                     +1.086400 H =       +29.562 eV
 1303.  1303 a                     +1.084904 H =       +29.522 eV
 1302.  1302 a                     +1.083701 H =       +29.489 eV
 1301.  1301 a                     +1.082599 H =       +29.459 eV
 1300.  1300 a                     +1.081467 H =       +29.428 eV
 1299.  1299 a                     +1.080000 H =       +29.388 eV
 1298.  1298 a                     +1.078966 H =       +29.360 eV
 1297.  1297 a                     +1.076827 H =       +29.302 eV
 1296.  1296 a                     +1.074946 H =       +29.251 eV
 1295.  1295 a                     +1.074787 H =       +29.246 eV
 1294.  1294 a                     +1.073448 H =       +29.210 eV
 1293.  1293 a                     +1.070880 H =       +29.140 eV
 1292.  1292 a                     +1.070752 H =       +29.137 eV
 1291.  1291 a                     +1.069074 H =       +29.091 eV
 1290.  1290 a                     +1.067755 H =       +29.055 eV
 1289.  1289 a                     +1.065904 H =       +29.005 eV
 1288.  1288 a                     +1.065096 H =       +28.983 eV
 1287.  1287 a                     +1.063813 H =       +28.948 eV
 1286.  1286 a                     +1.060917 H =       +28.869 eV
 1285.  1285 a                     +1.060228 H =       +28.850 eV
 1284.  1284 a                     +1.058660 H =       +28.808 eV
 1283.  1283 a                     +1.057286 H =       +28.770 eV
 1282.  1282 a                     +1.053926 H =       +28.679 eV
 1281.  1281 a                     +1.053867 H =       +28.677 eV
 1280.  1280 a                     +1.051768 H =       +28.620 eV
 1279.  1279 a                     +1.051239 H =       +28.606 eV
 1278.  1278 a                     +1.050825 H =       +28.594 eV
 1277.  1277 a                     +1.049835 H =       +28.567 eV
 1276.  1276 a                     +1.048397 H =       +28.528 eV
 1275.  1275 a                     +1.046520 H =       +28.477 eV
 1274.  1274 a                     +1.044143 H =       +28.413 eV
 1273.  1273 a                     +1.043391 H =       +28.392 eV
 1272.  1272 a                     +1.043317 H =       +28.390 eV
 1271.  1271 a                     +1.040877 H =       +28.324 eV
 1270.  1270 a                     +1.039567 H =       +28.288 eV
 1269.  1269 a                     +1.038366 H =       +28.255 eV
 1268.  1268 a                     +1.037073 H =       +28.220 eV
 1267.  1267 a                     +1.034006 H =       +28.137 eV
 1266.  1266 a                     +1.032788 H =       +28.104 eV
 1265.  1265 a                     +1.031906 H =       +28.080 eV
 1264.  1264 a                     +1.031091 H =       +28.057 eV
 1263.  1263 a                     +1.030584 H =       +28.044 eV
 1262.  1262 a                     +1.028359 H =       +27.983 eV
 1261.  1261 a                     +1.026429 H =       +27.931 eV
 1260.  1260 a                     +1.025408 H =       +27.903 eV
 1259.  1259 a                     +1.025020 H =       +27.892 eV
 1258.  1258 a                     +1.023584 H =       +27.853 eV
 1257.  1257 a                     +1.021683 H =       +27.801 eV
 1256.  1256 a                     +1.019774 H =       +27.749 eV
 1255.  1255 a                     +1.017912 H =       +27.699 eV
 1254.  1254 a                     +1.016925 H =       +27.672 eV
 1253.  1253 a                     +1.015201 H =       +27.625 eV
 1252.  1252 a                     +1.013715 H =       +27.585 eV
 1251.  1251 a                     +1.013004 H =       +27.565 eV
 1250.  1250 a                     +1.012307 H =       +27.546 eV
 1249.  1249 a                     +1.010630 H =       +27.501 eV
 1248.  1248 a                     +1.009446 H =       +27.468 eV
 1247.  1247 a                     +1.007922 H =       +27.427 eV
 1246.  1246 a                     +1.006993 H =       +27.402 eV
 1245.  1245 a                     +1.005917 H =       +27.372 eV
 1244.  1244 a                     +1.004804 H =       +27.342 eV
 1243.  1243 a                     +1.003493 H =       +27.306 eV
 1242.  1242 a                     +1.002365 H =       +27.276 eV
 1241.  1241 a                     +1.001907 H =       +27.263 eV
 1240.  1240 a                     +0.999619 H =       +27.201 eV
 1239.  1239 a                     +0.999331 H =       +27.193 eV
 1238.  1238 a                     +0.997037 H =       +27.131 eV
 1237.  1237 a                     +0.996794 H =       +27.124 eV
 1236.  1236 a                     +0.994504 H =       +27.062 eV
 1235.  1235 a                     +0.994369 H =       +27.058 eV
 1234.  1234 a                     +0.992388 H =       +27.004 eV
 1233.  1233 a                     +0.992278 H =       +27.001 eV
 1232.  1232 a                     +0.990028 H =       +26.940 eV
 1231.  1231 a                     +0.988684 H =       +26.903 eV
 1230.  1230 a                     +0.988053 H =       +26.886 eV
 1229.  1229 a                     +0.986150 H =       +26.835 eV
 1228.  1228 a                     +0.983472 H =       +26.762 eV
 1227.  1227 a                     +0.983234 H =       +26.755 eV
 1226.  1226 a                     +0.982155 H =       +26.726 eV
 1225.  1225 a                     +0.981268 H =       +26.702 eV
 1224.  1224 a                     +0.980913 H =       +26.692 eV
 1223.  1223 a                     +0.980045 H =       +26.668 eV
 1222.  1222 a                     +0.979124 H =       +26.643 eV
 1221.  1221 a                     +0.977096 H =       +26.588 eV
 1220.  1220 a                     +0.975398 H =       +26.542 eV
 1219.  1219 a                     +0.974430 H =       +26.516 eV
 1218.  1218 a                     +0.973774 H =       +26.498 eV
 1217.  1217 a                     +0.972271 H =       +26.457 eV
 1216.  1216 a                     +0.970595 H =       +26.411 eV
 1215.  1215 a                     +0.969995 H =       +26.395 eV
 1214.  1214 a                     +0.968773 H =       +26.362 eV
 1213.  1213 a                     +0.968043 H =       +26.342 eV
 1212.  1212 a                     +0.967046 H =       +26.315 eV
 1211.  1211 a                     +0.965305 H =       +26.267 eV
 1210.  1210 a                     +0.963881 H =       +26.229 eV
 1209.  1209 a                     +0.963746 H =       +26.225 eV
 1208.  1208 a                     +0.962633 H =       +26.195 eV
 1207.  1207 a                     +0.960708 H =       +26.142 eV
 1206.  1206 a                     +0.959614 H =       +26.112 eV
 1205.  1205 a                     +0.959074 H =       +26.098 eV
 1204.  1204 a                     +0.956410 H =       +26.025 eV
 1203.  1203 a                     +0.955119 H =       +25.990 eV
 1202.  1202 a                     +0.954601 H =       +25.976 eV
 1201.  1201 a                     +0.953905 H =       +25.957 eV
 1200.  1200 a                     +0.951941 H =       +25.904 eV
 1199.  1199 a                     +0.951562 H =       +25.893 eV
 1198.  1198 a                     +0.949969 H =       +25.850 eV
 1197.  1197 a                     +0.948888 H =       +25.821 eV
 1196.  1196 a                     +0.946981 H =       +25.769 eV
 1195.  1195 a                     +0.946293 H =       +25.750 eV
 1194.  1194 a                     +0.945131 H =       +25.718 eV
 1193.  1193 a                     +0.944224 H =       +25.694 eV
 1192.  1192 a                     +0.942353 H =       +25.643 eV
 1191.  1191 a                     +0.940952 H =       +25.605 eV
 1190.  1190 a                     +0.940073 H =       +25.581 eV
 1189.  1189 a                     +0.937824 H =       +25.520 eV
 1188.  1188 a                     +0.936290 H =       +25.478 eV
 1187.  1187 a                     +0.935137 H =       +25.446 eV
 1186.  1186 a                     +0.932539 H =       +25.376 eV
 1185.  1185 a                     +0.931334 H =       +25.343 eV
 1184.  1184 a                     +0.930396 H =       +25.317 eV
 1183.  1183 a                     +0.930256 H =       +25.314 eV
 1182.  1182 a                     +0.928847 H =       +25.275 eV
 1181.  1181 a                     +0.926315 H =       +25.206 eV
 1180.  1180 a                     +0.924353 H =       +25.153 eV
 1179.  1179 a                     +0.923649 H =       +25.134 eV
 1178.  1178 a                     +0.920781 H =       +25.056 eV
 1177.  1177 a                     +0.919820 H =       +25.030 eV
 1176.  1176 a                     +0.919024 H =       +25.008 eV
 1175.  1175 a                     +0.918172 H =       +24.985 eV
 1174.  1174 a                     +0.917237 H =       +24.959 eV
 1173.  1173 a                     +0.915030 H =       +24.899 eV
