
 eiger (gplogin1.local) : TURBOMOLE V7.2 ( 21285 ) 30 Jun 2017 at 11:51:10
 Copyright (C) 2017 TURBOMOLE GmbH, Karlsruhe


    2018-01-22 10:38:37.641 

                                                                                
  
 HOMO-LUMO Separation
   HOMO:   415.   415 a     -0.19251350 H =     -5.23856 eV
   LUMO:   416.   416 a     -0.12911887 H =     -3.51351 eV
   Gap :                    +0.06339462 H =     +1.72506 eV
 
Number of MOs=   4716, Electrons=    830.00, Symmetry: c1   
 
   Nr.   Orbital    Occupation       Energy
 1580.  1580 a                     +1.318528 H =       +35.879 eV
 1579.  1579 a                     +1.317309 H =       +35.846 eV
 1578.  1578 a                     +1.315149 H =       +35.787 eV
 1577.  1577 a                     +1.314473 H =       +35.769 eV
 1576.  1576 a                     +1.314004 H =       +35.756 eV
 1575.  1575 a                     +1.312519 H =       +35.715 eV
 1574.  1574 a                     +1.312109 H =       +35.704 eV
 1573.  1573 a                     +1.311298 H =       +35.682 eV
 1572.  1572 a                     +1.309130 H =       +35.623 eV
 1571.  1571 a                     +1.307800 H =       +35.587 eV
 1570.  1570 a                     +1.306533 H =       +35.553 eV
 1569.  1569 a                     +1.305659 H =       +35.529 eV
 1568.  1568 a                     +1.303360 H =       +35.466 eV
 1567.  1567 a                     +1.302445 H =       +35.441 eV
 1566.  1566 a                     +1.300885 H =       +35.399 eV
 1565.  1565 a                     +1.300328 H =       +35.384 eV
 1564.  1564 a                     +1.299457 H =       +35.360 eV
 1563.  1563 a                     +1.298193 H =       +35.326 eV
 1562.  1562 a                     +1.297030 H =       +35.294 eV
 1561.  1561 a                     +1.295912 H =       +35.264 eV
 1560.  1560 a                     +1.294786 H =       +35.233 eV
 1559.  1559 a                     +1.294187 H =       +35.217 eV
 1558.  1558 a                     +1.293026 H =       +35.185 eV
 1557.  1557 a                     +1.291183 H =       +35.135 eV
 1556.  1556 a                     +1.290682 H =       +35.121 eV
 1555.  1555 a                     +1.288908 H =       +35.073 eV
 1554.  1554 a                     +1.287203 H =       +35.027 eV
 1553.  1553 a                     +1.286587 H =       +35.010 eV
 1552.  1552 a                     +1.285843 H =       +34.990 eV
 1551.  1551 a                     +1.283124 H =       +34.916 eV
 1550.  1550 a                     +1.282653 H =       +34.903 eV
 1549.  1549 a                     +1.280534 H =       +34.845 eV
 1548.  1548 a                     +1.280186 H =       +34.836 eV
 1547.  1547 a                     +1.278683 H =       +34.795 eV
 1546.  1546 a                     +1.278048 H =       +34.777 eV
 1545.  1545 a                     +1.275779 H =       +34.716 eV
 1544.  1544 a                     +1.275362 H =       +34.704 eV
 1543.  1543 a                     +1.274429 H =       +34.679 eV
 1542.  1542 a                     +1.273104 H =       +34.643 eV
 1541.  1541 a                     +1.272024 H =       +34.614 eV
 1540.  1540 a                     +1.269604 H =       +34.548 eV
 1539.  1539 a                     +1.269492 H =       +34.545 eV
 1538.  1538 a                     +1.268471 H =       +34.517 eV
 1537.  1537 a                     +1.266421 H =       +34.461 eV
 1536.  1536 a                     +1.264152 H =       +34.399 eV
 1535.  1535 a                     +1.263689 H =       +34.387 eV
 1534.  1534 a                     +1.263153 H =       +34.372 eV
 1533.  1533 a                     +1.261070 H =       +34.315 eV
 1532.  1532 a                     +1.259318 H =       +34.268 eV
 1531.  1531 a                     +1.258361 H =       +34.242 eV
 1530.  1530 a                     +1.257204 H =       +34.210 eV
 1529.  1529 a                     +1.255965 H =       +34.177 eV
 1528.  1528 a                     +1.254875 H =       +34.147 eV
 1527.  1527 a                     +1.253127 H =       +34.099 eV
 1526.  1526 a                     +1.252462 H =       +34.081 eV
 1525.  1525 a                     +1.252147 H =       +34.073 eV
 1524.  1524 a                     +1.251083 H =       +34.044 eV
 1523.  1523 a                     +1.249845 H =       +34.010 eV
 1522.  1522 a                     +1.249015 H =       +33.987 eV
 1521.  1521 a                     +1.248762 H =       +33.981 eV
 1520.  1520 a                     +1.246247 H =       +33.912 eV
 1519.  1519 a                     +1.244975 H =       +33.878 eV
 1518.  1518 a                     +1.243698 H =       +33.843 eV
 1517.  1517 a                     +1.242251 H =       +33.803 eV
 1516.  1516 a                     +1.241793 H =       +33.791 eV
 1515.  1515 a                     +1.240582 H =       +33.758 eV
 1514.  1514 a                     +1.239384 H =       +33.725 eV
 1513.  1513 a                     +1.237862 H =       +33.684 eV
 1512.  1512 a                     +1.236698 H =       +33.652 eV
 1511.  1511 a                     +1.235177 H =       +33.611 eV
 1510.  1510 a                     +1.234587 H =       +33.595 eV
 1509.  1509 a                     +1.233093 H =       +33.554 eV
 1508.  1508 a                     +1.232253 H =       +33.531 eV
 1507.  1507 a                     +1.230742 H =       +33.490 eV
 1506.  1506 a                     +1.229881 H =       +33.467 eV
 1505.  1505 a                     +1.228839 H =       +33.438 eV
 1504.  1504 a                     +1.226515 H =       +33.375 eV
 1503.  1503 a                     +1.225724 H =       +33.354 eV
 1502.  1502 a                     +1.224897 H =       +33.331 eV
 1501.  1501 a                     +1.223323 H =       +33.288 eV
 1500.  1500 a                     +1.221770 H =       +33.246 eV
 1499.  1499 a                     +1.221198 H =       +33.231 eV
 1498.  1498 a                     +1.220776 H =       +33.219 eV
 1497.  1497 a                     +1.219488 H =       +33.184 eV
 1496.  1496 a                     +1.219016 H =       +33.171 eV
 1495.  1495 a                     +1.216980 H =       +33.116 eV
 1494.  1494 a                     +1.216332 H =       +33.098 eV
 1493.  1493 a                     +1.214610 H =       +33.051 eV
 1492.  1492 a                     +1.214018 H =       +33.035 eV
 1491.  1491 a                     +1.213420 H =       +33.019 eV
 1490.  1490 a                     +1.212409 H =       +32.991 eV
 1489.  1489 a                     +1.211408 H =       +32.964 eV
 1488.  1488 a                     +1.209410 H =       +32.910 eV
 1487.  1487 a                     +1.208810 H =       +32.893 eV
 1486.  1486 a                     +1.206779 H =       +32.838 eV
 1485.  1485 a                     +1.206660 H =       +32.835 eV
 1484.  1484 a                     +1.205767 H =       +32.811 eV
 1483.  1483 a                     +1.203635 H =       +32.753 eV
 1482.  1482 a                     +1.203317 H =       +32.744 eV
 1481.  1481 a                     +1.202678 H =       +32.727 eV
 1480.  1480 a                     +1.201342 H =       +32.690 eV
 1479.  1479 a                     +1.200435 H =       +32.666 eV
 1478.  1478 a                     +1.198713 H =       +32.619 eV
 1477.  1477 a                     +1.197346 H =       +32.581 eV
 1476.  1476 a                     +1.196034 H =       +32.546 eV
 1475.  1475 a                     +1.194258 H =       +32.497 eV
 1474.  1474 a                     +1.193197 H =       +32.469 eV
 1473.  1473 a                     +1.191523 H =       +32.423 eV
 1472.  1472 a                     +1.191438 H =       +32.421 eV
 1471.  1471 a                     +1.189756 H =       +32.375 eV
 1470.  1470 a                     +1.188823 H =       +32.350 eV
 1469.  1469 a                     +1.187272 H =       +32.307 eV
 1468.  1468 a                     +1.185843 H =       +32.268 eV
 1467.  1467 a                     +1.185109 H =       +32.248 eV
 1466.  1466 a                     +1.184372 H =       +32.228 eV
 1465.  1465 a                     +1.182837 H =       +32.187 eV
 1464.  1464 a                     +1.182064 H =       +32.166 eV
 1463.  1463 a                     +1.181419 H =       +32.148 eV
 1462.  1462 a                     +1.179879 H =       +32.106 eV
 1461.  1461 a                     +1.179664 H =       +32.100 eV
 1460.  1460 a                     +1.178704 H =       +32.074 eV
 1459.  1459 a                     +1.176303 H =       +32.009 eV
 1458.  1458 a                     +1.176167 H =       +32.005 eV
 1457.  1457 a                     +1.175637 H =       +31.991 eV
 1456.  1456 a                     +1.173850 H =       +31.942 eV
 1455.  1455 a                     +1.173638 H =       +31.936 eV
 1454.  1454 a                     +1.171943 H =       +31.890 eV
 1453.  1453 a                     +1.171553 H =       +31.880 eV
 1452.  1452 a                     +1.170417 H =       +31.849 eV
 1451.  1451 a                     +1.167960 H =       +31.782 eV
 1450.  1450 a                     +1.167616 H =       +31.772 eV
 1449.  1449 a                     +1.166385 H =       +31.739 eV
 1448.  1448 a                     +1.165805 H =       +31.723 eV
 1447.  1447 a                     +1.165279 H =       +31.709 eV
 1446.  1446 a                     +1.163200 H =       +31.652 eV
 1445.  1445 a                     +1.161896 H =       +31.617 eV
 1444.  1444 a                     +1.161160 H =       +31.597 eV
 1443.  1443 a                     +1.159942 H =       +31.564 eV
 1442.  1442 a                     +1.158860 H =       +31.534 eV
 1441.  1441 a                     +1.158067 H =       +31.513 eV
 1440.  1440 a                     +1.157036 H =       +31.485 eV
 1439.  1439 a                     +1.155284 H =       +31.437 eV
 1438.  1438 a                     +1.153649 H =       +31.392 eV
 1437.  1437 a                     +1.152504 H =       +31.361 eV
 1436.  1436 a                     +1.151651 H =       +31.338 eV
 1435.  1435 a                     +1.151254 H =       +31.327 eV
 1434.  1434 a                     +1.150509 H =       +31.307 eV
 1433.  1433 a                     +1.148366 H =       +31.249 eV
 1432.  1432 a                     +1.146981 H =       +31.211 eV
 1431.  1431 a                     +1.146371 H =       +31.194 eV
 1430.  1430 a                     +1.144833 H =       +31.153 eV
 1429.  1429 a                     +1.144004 H =       +31.130 eV
 1428.  1428 a                     +1.143052 H =       +31.104 eV
 1427.  1427 a                     +1.141638 H =       +31.066 eV
 1426.  1426 a                     +1.140438 H =       +31.033 eV
 1425.  1425 a                     +1.139658 H =       +31.012 eV
 1424.  1424 a                     +1.137836 H =       +30.962 eV
 1423.  1423 a                     +1.136069 H =       +30.914 eV
 1422.  1422 a                     +1.135185 H =       +30.890 eV
 1421.  1421 a                     +1.134510 H =       +30.872 eV
 1420.  1420 a                     +1.133762 H =       +30.851 eV
 1419.  1419 a                     +1.132831 H =       +30.826 eV
 1418.  1418 a                     +1.130874 H =       +30.773 eV
 1417.  1417 a                     +1.130315 H =       +30.757 eV
 1416.  1416 a                     +1.129208 H =       +30.727 eV
 1415.  1415 a                     +1.128365 H =       +30.704 eV
 1414.  1414 a                     +1.127165 H =       +30.672 eV
 1413.  1413 a                     +1.126679 H =       +30.659 eV
 1412.  1412 a                     +1.125520 H =       +30.627 eV
 1411.  1411 a                     +1.124253 H =       +30.593 eV
 1410.  1410 a                     +1.123636 H =       +30.576 eV
 1409.  1409 a                     +1.122093 H =       +30.534 eV
 1408.  1408 a                     +1.119723 H =       +30.469 eV
 1407.  1407 a                     +1.119297 H =       +30.458 eV
 1406.  1406 a                     +1.117971 H =       +30.422 eV
 1405.  1405 a                     +1.116368 H =       +30.378 eV
 1404.  1404 a                     +1.115252 H =       +30.348 eV
 1403.  1403 a                     +1.114299 H =       +30.322 eV
 1402.  1402 a                     +1.113963 H =       +30.312 eV
 1401.  1401 a                     +1.112384 H =       +30.270 eV
 1400.  1400 a                     +1.110739 H =       +30.225 eV
 1399.  1399 a                     +1.109656 H =       +30.195 eV
 1398.  1398 a                     +1.108468 H =       +30.163 eV
 1397.  1397 a                     +1.107810 H =       +30.145 eV
 1396.  1396 a                     +1.106816 H =       +30.118 eV
 1395.  1395 a                     +1.105505 H =       +30.082 eV
 1394.  1394 a                     +1.104572 H =       +30.057 eV
 1393.  1393 a                     +1.103167 H =       +30.019 eV
 1392.  1392 a                     +1.102397 H =       +29.998 eV
 1391.  1391 a                     +1.101504 H =       +29.973 eV
 1390.  1390 a                     +1.099121 H =       +29.909 eV
 1389.  1389 a                     +1.098774 H =       +29.899 eV
